2,"(2026-08-02 已縮小範圍)僅剩 SET_LOT_INFO 的參數本體 SML 待確認。2026-06-08 現場 log 顯示貴端 host 從不送 SET_LOT_INFO，而是送無參數的 LOTSTART，並以 S10F5 終端訊息把批號推給操作員；本機已於 2026-07-30 據此對齊 HT9045(LOTSTART 無參數開批且可重複送、SET_LOT_INFO 疊加不清空、新增 CLEAR_LOT_INFO 結批)，lot 模型不再是待決事項。本機 SET_LOT_INFO 每筆 L[2]{客戶批號, 京元批號} 的形狀仍屬本方提案；貴端日後若要啟用此命令，請確認或指定實際 SML。"
3,(2026-08-02 已回答，結論與原假設相反)2026-07-31 現場 log 證實貴端 host 確實會對 HT-160S 送 S2F33 / S2F35。且貴端的 S2F35 是「取代」而非「疊加」—— provision 完成後韌體預設的 Report 1 會從事件酬載中消失(當日 CEID 27 由 13 格有值退化為 1 格)，因此原本寫的「保留本機預設」不會發生。AMR 事件(CEID 272-275)在貴端自己的 RPTID 2000(7/7)與 2001(15/15)下覆蓋完整；需留意的是同時綁在這些事件上的 RPTID 502 本機目前只填得出 4 格(見下一列)。
4,"(2026-08-02 更新)RPTID 502 = {1006, 1007, 1011, 3, 1501, 1517, 1518, 1513}，貴端將它綁在 23 個 CEID 上(1、9、10、13、14、15、19、26、27、34、42、44、45、48、49、50、73、76、80、272、273、274、275)，含當日流量最高的 CEID 27、CEID 1 Start Pressed，以及 272/273/274/275 四個 AMR 事件。本機可填的格數已由 1/8(僅 1518)提升為 4/8：1006 Lot ID、1011 Machine State、1517 Start Mode、1518 Real/Dummy。此事不需要 9045 的 SVID 目錄即可完成 —— 1517 是靠 9045 自身的 EC 宣告解出來的。仍為空值的 4 格請貴端確認取值方式：1007 Operator ID(本機有登入者身分，待確認要送哪一個欄位)、3 GemClock(本機有 SVID 1027，但格式與 9045 GemClock 不同，不能直接別名)、1501 Setup File(本機有 recipe 名稱，待確認刷新時機)、1513 Tester On/Off(HT-160S 為 Tray Sorter，機構上無測試機構，建議自此報表移除或接受空值)。另 RPTID 501 目前為 2/12(1101 Loader Count、1102 Output Total Count)、RPTID 508 為 1/6(1021 UPH)、RPTID 517 為 1/1(37010)。"
5,「SECS/GEM 斷線停機」與「測前停機查檢」若確定需要，請提供判定條件後排入。
,
圖例 Legend,
O,已實作
X,未實作
△,部分實作 / 有替代做法(詳見 Memo)
N/A,機構上不適用(HT-160S 為 Tray Sorter，非測試機)
淡黃底,本次修訂變更的儲存格
綠底 ★,CEID 表中本機真的會發射的號碼
,
2026-07-30 第 2 版修訂 Revision 2,
依據韌體 Firmware,"HT-160S 1.0.0.0, branch feat/iosetview-172-refactor (commit 0ea94b7)"
1. S1F23 / S1F24 Collection Event Namelist,"由「未實作」改為「已實作」。回 L,n{L,3{CEID, CENAME, L,m{VID}}}；<L[0]> 全查回全部 275 個 CEID(與 HT9045 字典一致)，未註冊的 CEID 回 {CEID, '', L,0}。此訊息為字典查詢，不影響訂閱 — 事件訂閱仍由 S2F33 / S2F35 / S2F37 決定。"
2. S2F29 / S2F30 Equipment Constant Namelist,"由「未實作」改為「已實作」。回 L,n{L,6{ECID, ECNAME, ECMIN, ECMAX, ECDEF, ECUNITS}}；全查回 7 個 EC。三個界限以該 EC 自身型別編碼，未宣告者回該型別的零長度項目。EC 寫入仍走 S2F15，可寫範圍未放寬。"
3. 貨批起測時間,由「△ 無專屬 SVID」改為「O」。新增 SVID 66033 Lot Start Time (yyyy/mm/dd hh:nn:ss)，Lot Start 閂鎖、Lot End 清空，面板按鈕與 SECS LOTSTART 兩條路徑皆寫入。未加入預設 Report 1(不變動既有事件酬載)。
4. SVID 表,新增 66033 Lot Start Time。本機共註冊 52 個 SVID。
,
本次未變動 Unchanged,CEID 表(1-275 與 52 個本機發射點皆不變)、其餘功能列狀態、預設 Report 1 的 13 個 SV 內容。
驗證 Verification,"模擬版與真機版(關閉 SOFT_SIMULATE)建置皆 exit 0；並以 headless SECS host 對實際韌體做完整 HSMS round-trip 驗證：S1F24 全查回 L,275(30189 bytes)、CEID 6 回 13 個 VID、CEID 272 回 19 個 VID、未知 CEID 回空；S2F30 全查回 L,7 且 FT_8 界限型別正確、未知 ECID 回全零長度；SVID 66033 於 LOTSTART 前為空、之後為 2026/07/30 09:59:18，同時 SVID 1027 為 09:59:20，證明 66033 為閂鎖值而非跟著時鐘走。上機驗證待執行。"
黃底 △,CEID 表中「條件發射」的號碼 —— 需在 General.ini 開啟指定設定後才會送出，預設不送
,
2026-08-02 第 3 版修訂 Revision 3,
依據韌體 Firmware,"HT-160S 1.0.0.0, branch feat/iosetview-172-refactor (commit 8082f0f)"
1. SVID 表,新增 6 個 HT9045 對齊號碼：1006 Lot ID(目前作用中的批號)、1011 Machine State(主畫面狀態字串，值域 HALT / INIT / HOMING / Clean Out / Tray Feed / One Cycle / RUNNING / LOCK / EMG / MOTOR OFF / SAFE DOOR / AIR / PAUSE)、1101 Loader Count、1102 Output Total Count(與 66021 Total Sorted 同值的別名)、1517 Start Mode、37010 Enter Skip IC Count。本機共註冊 58 個 SVID(第 2 版為 52 個)。⚠ 1517 的值採 HT9045 編號(0 = Continuous Start、1 = Initial Start)。本機內部旗標的 0/1 與 9045 相反，已在序列化前翻譯，原始旗標不對外發佈，故貴端可直接沿用 9045 的對照表。此六個號碼補上後，貴端 RPTID 502 由 1/8 提升為 4/8，RPTID 501 的前兩格(1101、1102)與 RPTID 517(37010)亦可回答；貴端訂閱的 389 個相異 SVID 中，本機可回答者由 27 個提升為 33 個。另更正 SVID 38222 的名稱：原表誤植為 MR Loader Tray Count，正確為 AMR Loader Tray Count(S1F12 回覆的是韌體註冊的名稱，故此拼字對貴端可見)。
2. CEID 表,CEID 78 Jam Skip IC Count 由「—(永不發射)」改為「△ 條件發射(預設關閉)」，並補上 Report 與備註欄。此為貴端 2026-07-31 已訂閱(RPTID 517 = {37010})但機台從未發射的號碼。⚠ 條件：需在 General.ini 的 [SECS] 段加入 AskSkipICCount=1 才會啟用，出廠預設關閉，未開啟時機台行為與第 2 版完全相同。開啟後，操作員以 SKIP 解除警報時需輸入自 tray 取出的 IC 數，韌體先寫入 SVID 37010 再送出 CEID 78(順序與 HT9045 相同，避免帶到上一次的數字)；操作員取消輸入則不送事件。需要此事件請通知，由我方於現場開啟。不受設定影響的發射點仍為 52 個，加上 CEID 78 後共 53 個號碼具備發射點，其餘 222 個已註冊但永不送出。CEID 1-275 的編號與語意不變。
3. S2F41 貨批生命週期,"對齊 HT9045，三項變更(此段內容第 2 版未涵蓋)：(1) LOTSTART 改為無參數即可開批、且可重複送 —— 批未開時做完整的每批初始化與 2D/Bin 交換，批已開時只做交換不重新初始化(以免清掉機內在製品的 (Lot,Bin)→Auto 綁定與每批計數)。HCACK：NORMAL 分選模式下，9045 形狀的封包一律回 0；非零回覆只來自 HT-160S 專屬的 SORTMODE / WhiteList 擴充(HT9045 無此擴充) —— 貨批開著時封包另帶 SORTMODE 變更，或機台正處於 WhiteList 分選模式且貨批開著(此時即使封包不帶 SORTMODE 也一樣)，兩者皆回 HCACK=4 —— 後者的交換動作會清空整張工單路由表，不能在有料時執行。(2) SET_LOT_INFO 改為「疊加」：不再清空既有批號與綁定，可對進行中的工單追加批號；容量改以合併後的批數檢查，被機台丟棄的批不會再誤回 HCACK=0。(3) 新增 CLEAR_LOT_INFO(host 端結批，走與面板 Lot End 相同的流程)；HCACK 1 = 生產中拒絕、2 = 機內尚有 IC 拒絕。SET_LOT_INFO 既然不再清空，此命令是唯一的結批途徑。"
4. SVID 數值更正(1021 / 1101),SVID 1021 UPH：原本以「跨電源循環累計的總數」除以「本次開機時間」，2026-07-31 現場實測高估約 20 倍(16:29 Lot End 報 2026，該區間真值 99)，且會隨開機時間單調遞減(13 顆的期間由 5131 掉到 2305)。已改以本次計算視窗的基準值計算。貴端將 1021 綁在 RPTID 508 與 RPTID 516，而 RPTID 516 連結的 CEID 54 UPH Record End 是本機確實會發射的事件 —— 也就是說錯誤的 UPH 已經隨真實事件送到貴端，故此為對外數值的實質更正，請勿沿用 07-31 之前的數據做基準。SVID 66020 Total IC 維持「累計、跨電源循環保留」語意不變(與 HT9045 相同)。SVID 1101 Loader Count：其來源計數器先前宣告、清除、持久化俱全，卻在全樹沒有任何累加，導致 1101 與主畫面 Load 欄位恆為 0；已在 SortArm 自 Loader 取料處補上累加，1101 自本版起為真實值。
5. SVID 66033 Lot Start Time 斷電行為變更,第 2 版註明「本欄位不做斷電保存」。該敘述自 2026-07-30 稍後的版本起已不適用：工單開啟中重新開機、且操作員選擇「沿用上一筆工單」時，SVID 66033 會以原字串回填原始起測時間(不由復電時刻或 Now() 推算)；選擇「重新開始」或工單已 Lot End 則為空。理由是「沿用的工單仍是開著的批」，回空值等於說謊。
6. 通訊層紀錄,passive 監聽模式下，原本每個重連間隔就寫一行的重連紀錄實際上是空轉(該路徑不可達，只印字不動作)，2026-07-31 當天產生 883 行 / 62 KB，使當日 17 個 SECS 小時檔中有 14 個完全是這類雜訊、無有效內容。已移除，改為每個行程每個日曆日一行的存在性標記(用以區分「當天無 host 連線」與「SECS 紀錄故障」)。連線／斷線的邊緣紀錄維持不變。此項純屬機台端紀錄檔，不改變任何 SECS 訊息的內容、時序或格式。
本次未變動 Unchanged,CEID 1-275 的編號與語意(含第 1 版的 breaking change 對照，27 / 28 / 41 / 42 均維持該版定義)、預設 Report 1 的 13 個 SV 內容與順序、S1F23/S1F24 與 S2F29/S2F30 的回覆形狀、EC 可寫範圍、Soter 輸出檔的檔名與欄位契約。本版新增的 6 個 SVID 一律未加入預設 Report 1(該報表是每個 CEID 的預設酬載，加欄位會改變線上每一筆事件的長度)；需要納入事件酬載請以 S2F33 + S2F35 自行綁定。
驗證 Verification,本版所有變更之模擬版與真機版(註銷 SOFT_SIMULATE)建置皆 exit 0，原始碼編碼檢查 166 檔通過。SVID 1021 UPH 與 1101 Loader Count 的缺陷判定、以及 RPTID 501/502/508/517/524 的覆蓋率核算，依據為 2026-07-31 京元現場 SECS log 的實際封包與報表定義。⚠ 本版未進行第 2 版所做的 headless HSMS round-trip 實測，上機驗證亦待執行。
